,REGION,STATE,PRIMARY_COUNTY,SECONDARY_COUNTIES,AUTHORITY,POINT_OF_CONTACT_NAME,POINT_OF_CONTACT_STREET_1,POINT_OF_CONTACT_STREET_2,POINT_OF_CONTACT_CITY,POINT_OF_CONTACT_STATE,POINT_OF_CONTACT_ZIP,POINT_OF_CONTACT_PHONE,POINT_OF_CONTACT_FAX,POINT_OF_CONTACT_EMAIL,FACILITY_NAME,CWNS_NUMBER,OWNER_TYPE,PRIMARY_WATERSHED_HUC,PRIMARY_WATERSHED_NAME,SECONDARY_WATERSHEDS,PRIMARY_CONGRESSIONAL_DISTRICT,SECONDARY_CONGRESSIONAL_DIST,NPDES_PERMIT_NUMBER,PERMIT_TYPE,FACILITY_STREET_1,FACILITY_STREET_2,FACILITY_CITY,FACILITY_STATE,FACILITY_ZIP,SYSTEM_NAME,FACILITY_DESCRIPTION,MILITARY_IND,TMDL_IND,SOURCE_WATER_PROTECTION_IND,SMALL_COMMUNITY_EXCEPTION_IND,PRES_FACILITY_TYPE,PRES_FACILITY_OVERALL_TYPE,PRES_TREATMENT_PLANT_TYPE,PROJ_FACILITY_TYPE,PROJ_FACILITY_OVERALL_TYPE,PROJ_TREATMENT_PLANT_TYPE,COORDINATE_TYPE,LOCATION_DESCRIPTION,LATITUDE,LONGITUDE,HORIZONTAL_COORDINATE_DATUM,HORIZONTAL_COLLECTION_METHOD,SCALE,GEOGRAPHIC_LOCATION_SOURCE,MEASUREMENT_DATE,TRIBE_IND,SPECIAL_PROGRAM_AREAS,FACILITY_ID,REVIEW_STATUS,SMALL_COMMUNITY_IND,POTW_PRESENT_IND,POTW_PROJECTED_IND,DECENTRALIZED_ONLY_IND,CITIES_TOWNS
459,9,CA,Los Angeles,,County Sanitation Districts of Los Angeles County,Debra Bogdanoff,P.O. Box 4998,,Whittier,CA,90607-4998,5626997411,5626951874,DBOGDANOFF@LACSD.ORG,San Jose Creek WRP,06004009003,Public,18070106,San Gabriel,,38th Congressional District,,CA0053911,Individual Permit,1965 SOUTH WORKMAN MILL ROAD,90605,WHITTIER,CA,90601,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,34.0322 N,118.0212 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,Santa Monica Bay,1175479,Federal Accepted,N,Y,Y,N,
460,9,CA,Los Angeles,,County Sanitation Districts of Los Angeles County,Debra Bogdanoff,P.O. Box 4998,,Whittier,CA,90607-4998,5626997411,5626951874,DBOGDANOFF@LACSD.ORG,Whittier Narrows WRP,06004009004,Public,18070106,San Gabriel,,38th Congressional District,32nd Congressional District,CA0053716,Individual Permit,301 N ROSEMEAD BLVD,,EL MONTE,CA,91733,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,34.0302 N,118.0671 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,Santa Monica Bay,1175480,Federal Accepted,N,Y,Y,N,
461,9,CA,Los Angeles,,County Sanitation Districts of Los Angeles County,Debra Bogdanoff,P.O. Box 4998,,Whittier,CA,90607-4998,5626997411,5626951874,DBOGDANOFF@LACSD.ORG,Long Beach WRP,06004009006,Public,18070106,San Gabriel,,47th Congressional District,,CA0054119,Individual Permit,7400 EAST WILLOW STREET,,LONG BEACH,CA,90815,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,33.8042 N,118.0882 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,Santa Monica Bay,1175482,Federal Accepted,N,Y,Y,N,
462,9,CA,Los Angeles,,County Sanitation Districts of Los Angeles County,Debra Bogdanoff,P.O. Box 4998,,Whittier,CA,90607-4998,5626997411,5626951874,DBOGDANOFF@LACSD.ORG,Lancaster WRP,06004009009,Public,18090206,Antelope-Fremont Valleys,,25th Congressional District,,CA0054216,Individual Permit,28185 THE OLD ROAD,,VALENCIA,CA,91355,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Recycled Water Distribution, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Recycled Water Distribution, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,34.4324 N,118.5919 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175485,Federal Accepted,N,Y,Y,N,Unincorporated areas
463,9,CA,Santa Cruz,,Santa Cruz County,Rachel Lather-Hidalgo,"701 Ocean Street, Room 410",,Santa Cruz,CA,95060,8314542160,8314542089,RACHEL.LATHER@CO.SANTA-CRUZ.CA.US,Boulder Creek WWTF,06003038001,Public,18060001,San Lorenzo-Soquel,,18th Congressional District,20th Congressional District,,,701 Ocean Street, Room 410 ,Santa Cruz,CA,95060,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,37.1539 N,122.1649 W,North American Datum of 1983,Address Matching-Nearest Intersection, ,Manual,08-NOV-04,N,,1175403,Federal Accepted,Y,Y,Y,N,Santa Cruz
464,9,CA,Santa Cruz,,Santa Cruz Public Works Department,Mark Dettle,"809 Center Street, Room 201",,Santa Cruz,CA,95060,8314205160,,,Santa Cruz-Aptos Collection System,06003039003,Public,18060001,San Lorenzo-Soquel,,18th Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,37.0792 N,122.0565 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,,1175406,Federal Accepted,N,,,N,Unincorporated areas
465,9,CA,Santa Barbara,,"SANTA MARIA, CITY OF",Dwayne K. Chisam,110 East Cook Street,,Santa Maria,CA,93458,8059250951,8059287240,,SANTA MARIA WWTF,06003040001,Public,18060008,Santa Maria,,24th Congressional District,,,,2065 East Main Street ,,Santa Maria ,CA,93454,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,34.9494 N,120.4894 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175407,Federal Accepted,N,Y,Y,N,Santa Maria
466,9,CA,San Luis Obispo,,Templeton Community Services District,William G. Van Orden,420 Crocker Street,,Templeton,CA,93465,8054344900,8054344820,,Templeton WW Collection System,06003043001,Public,18060005,Salinas,,24th Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,35.5502 N,120.705 W,North American Datum of 1927,Address Matching-Nearest Intersection, ,Manual,04-NOV-02,N,,1175410,Federal Accepted,Y,,,N,Unincorporated areas
467,9,CA,Santa Cruz,,"WATSONVILLE, CITY OF",David Koch,P.O. Box 50000,401 Panabaker Lane,Watsonville,CA,95077,4087286149,,,Watsonville WWTF,06003044001,Public,18060002,Pajaro,,20th Congressional District,"18th Congressional District, 19th Congressional District",CA0048216,Individual Permit,401 PANABAKER LN,,WATSONVILLE,CA,95076,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,36.89 N,121.7882 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175412,Federal Accepted,N,Y,Y,N,Unincorporated areas
468,9,CA,Monterey,,Pfeiffer State Park,Ron Walker,#1 Hwy 1,,Big Sur,CA,93920,8316672819,8316670403,,Pfeiffer Big Sur WWTF,06003046001,Public,18060005,Salinas,,20th Congressional District,,,,Pfeiffer Big Sur State Park,,Big Sur ,CA,93920,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,36.1831 N,121.5372 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,27-SEP-01,N,,1175414,Federal Accepted,Y,Y,Y,N,
469,9,CA,San Benito,,SAN JUAN BAUTISTA SD,Robert Smith,P.O. Box 1420,,San Juan Bautista,CA,95045-1420,8316234661,,,SAN JUAN BAUTISTA WWTF,06003047001,Public,18060002,Pajaro,,17th Congressional District,,CA0047902,Individual Permit,1120 THIRD STREET,NORTH END OF THIRD ST,SAN JUAN BAUTISTA,CA,95045,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,,36.8495 N,121.545 W,North American Datum of 1983,Unknown,,NPDES Permit,,N,,1175415,Federal Accepted,Y,Y,Y,N,San Juan Bautista
470,9,CA,Monterey,,Pebble Beach Community Services District,Richard Andrews,Forest Lake and Lopez Roads,,Pebble Beach,CA,93953,8313731275,,,Pebble Beach Collection System,06003048001,Public,18060012,Carmel,,20th Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,36.5947 N,121.9401 W,North American Datum of 1927,Zipcode-Centroid, ,Manual,04-NOV-02,N,,1175416,Federal Accepted,Y,,,N,Unincorporated areas
471,9,CA,Santa Barbara,,"Lompoc, City of",Dale Ducharme,P.O. Box 8001,,Lompoc,CA,93438-8001,8057365083,8057361104,DDUCHARME@CI.LOMPOC.CA.US,Lompoc Regional WRP,06003050001,Public,18060010,Santa Ynez,,24th Congressional District,,CA0048127,Individual Permit,1801 WEST CENTRAL AVE,,LOMPOC,CA,93436,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,34.6611 N,120.4819 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175418,Federal Accepted,N,Y,Y,N,
472,9,CA,San Luis Obispo,,ATASCADERO STATE HOSPITAL,,,,,CA,,,,,ATASCADERO ST HOSP WWTF,06003051001,Public,18060010,Santa Ynez,,24th Congressional District,,,,10333 El Camino Real,,Atascadero,CA,93422,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,34.6006 N,120.3757 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,,1175419,Federal Accepted,Y,Y,Y,N,
473,9,CA,Los Angeles,,County Sanitation Districts of Los Angeles County,Debra Bogdanoff,P.O. Box 4998,,Whittier,CA,90607-4998,5626997411,5626951874,DBOGDANOFF@LACSD.ORG,Palmdale WRP,06004009010,Public,18090206,Antelope-Fremont Valleys,,25th Congressional District,27th Congressional District,,,39300 30th Street East,,Palmdale,CA,93550,,,N,N,N,N,"Collection: Separate Sewers, Recycled Water Distribution, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Recycled Water Distribution, Treatment Plant",Wastewater,,Single Point,Center/Centroid,34.5908 N,118.0761 W,World Geodetic System of 1984,Address Matching-House Number, ,Manual,19-JAN-01,N,,1175486,Federal Accepted,N,Y,Y,N,
474,9,CA,Los Angeles,,LACSD #27,,,,,CA,,,,,LACSD #27 Collection System,06004009012,Public,18070105,Los Angeles,,27th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,34.2246 N,118.1106 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,Santa Monica Bay,1175488,Federal Accepted,Y,,,N,
475,9,CA,Los Angeles,,LACSD #4,,,,,CA,,,,,LACSD #4 Collection System,06004009013,Public,18070104,Santa Monica Bay,,37th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,34.0623 N,118.2775 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,Santa Monica Bay,1175489,Federal Accepted,N,,,N,
476,9,CA,Lake,,Lake Co. Public Works Department,Gerald Shaul,255 N. Forbes Street,,Lakeport,CA,95453,7072632341,,,Nice-Lucerne Collection System,06005060001,Public,18020116,Upper Cache,,5th Congressional District,3rd Congressional District,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,39.0437 N,122.9152 W,North American Datum of 1927,Address Matching-Block Face, ,Manual,26-NOV-02,N,,1175579,Federal Accepted,Y,,,N,Unincorporated areas
477,9,CA,Lake,,Lake Co. Public Works Department,Gerald Shaul,255 N. Forbes Street,,Lakeport,CA,95453,7072632341,,,UPPER LAKE SEPTICS,06005060002,Public,18020116,Upper Cache,,3rd Congressional District,5th Congressional District,,,,,,,,,,N,N,N,N,Onsite Wastewater Treatment System,Decentralized Wastewater Treatment,,Onsite Wastewater Treatment System,Decentralized Wastewater Treatment,,,,,,,,,,,N,,1175580,Federal Accepted,Y,,,Y,"Adams, Bartlett Springs, Bonanza Springs, Buckingham Park, Caldwell Pines, Castle Rock Springs, Clear Lake Keys, Clear Lake Riviera, Clearlake, Clearlake Highlands, Clearlake Oaks, Clearlake Park, Cobb, Cooper, Crocker Place, Enterprise, Ettawa Springs, Finley, Forest Lake, Four Pines, Glenbrook, Glenhaven, Glenview, Harbin Springs, Harbin Springs Annex, Hidden Valley Lake, Highland Springs, Hobergs, Hough Springs, Howard Springs, Kelseyville, LOWER Lake, Lakeport, Loch Lomond, Lucerne, MOUNT Hannah Lodge, Middletown, Newman Springs, Nice, Parramore Springs, Pepperwood Grove, Pine Grove, Pole Garden, Rice Fork Summer Homes, Riviera Estates, Riviera West, Rose Place, Salminas Resort, Saratoga Springs, Seigler Springs, Soda Bay, Sunrise Vista, Three Crossing, Twin Lakes, UPPER Lake, Unincorporated areas, Vann, Whispering Pines, Wild Bill Place"
478,9,CA,Lake,,LAKE CO. S.D.,Nick Ring,Lake County Sanitation District,230A North Main Street,Lakeport,CA,95453,7072632273,,,LAKE CO NW REG WWTP,06005060004,Public,18010110,Russian,,3rd Congressional District,,,,230 A N. of Main Street,,Lakeport,CA,95453,,,N,N,N,N,Treatment Plant,Wastewater,,Treatment Plant,Wastewater,,Single Point,Center/Centroid,39.1119 N,122.9092 W,North American Datum of 1983,Address Matching-Primary Name, ,Manual,21-SEP-01,N,,1175582,Federal Accepted,Y,Y,Y,N,
479,9,CA,Merced,,"MERCED, CITY OF",Dave Tucker,678 West 18th Street,,Merced,CA,95340,2093856846,2097258775,TUCKERD@CITYOFMERCED.ORG,Merced WWTP,06005064001,Public,18040001,Middle San Joaquin-Lower Chowchilal,,16th Congressional District,,CA0079219,Individual Permit,10260 GOVE RD,,MERCED,CA,95340,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,37.2527 N,120.5249 W,North American Datum of 1983,Interpolation-Map,,NPDES Permit,,N,,1175585,Federal Accepted,N,Y,Y,N,
480,9,CA,Stanislaus,,"RIVERBANK, CITY OF",Steven Black,6707 Third Street,,Riverbank,CA,95367,2098697134,,,RIVERBANK WWTF,06005068001,Public,18040002,Middle San Joaquin-Lower Merced- Lower Stanislaus,,10th Congressional District,,,,23865 Santa Fe Road,,Riverbank,CA,95367,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,37.7361 N,120.9347 W,North American Datum of 1927,Address Matching-House Number, ,Manual,12-JUL-02,N,,1175588,Federal Accepted,N,Y,Y,N,
481,9,CA,Fresno,,Selma-Kingsburg-Fowler County SD,"Ben Munoz, Jr.",P.O. Box 158,,Kingsburg,CA,93631-0158,5598964420,,,Selma-Kingsburg-Fowler CSD WWTF,06005071001,Public,18030012,Tulare-Buena Vista Lakes,,21st Congressional District,,,,11301 E. Conejo Avenue,,Kingsburg,CA,93631,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,36.5179 N,119.5874 W,North American Datum of 1927,Address Matching-House Number, ,Manual,25-JUL-02,N,,1175590,Federal Accepted,N,Y,Y,N,
482,9,CA,Fresno,,"FRESNO, COUNTY OF",,,,,CA,,,,,SHAVER LAKE WWTF,06005073001,Public,18030012,Tulare-Buena Vista Lakes,,21st Congressional District,"4th Congressional District, 22nd Congressional District",,,,,,,,,,N,N,N,N,Onsite Wastewater Treatment System,Decentralized Wastewater Treatment,,Onsite Wastewater Treatment System,Decentralized Wastewater Treatment,,,,,,,,,,,N,,1175591,Federal Accepted,Y,,,Y,"Alder Springs, Arbios, Auberry, Avocado, Balch Camp, Barstow, Benito, Big Bunch, Big Creek, Biola, Biola Junction, Bowles, Bretz Mill, Burness, Burrel, Calflax, Calwa, Camden, Cameo, Camp Sierra, Cantua Creek, Caruthers, Cecile, Cedar Crest, Cedar Grove, Cedarbrook, Cella, Centerville, Cincotta, Clint, Clotho, Clovis, Coalinga, Conejo, Crabtree, Cromir, Deer Crossing, Del Rey, Dinkey Creek, Dora Belle, Dunlap, Easton, Edmiston, Elk, Elm VIEW, Etheda Springs, Fig Garden, Figarden, Firebaugh, Five Points, Floyd, Fowler, Fresno, Friant, Giffen Cantua Ranch, Glorietta, Goldleaf, Goodmill, Gordon, Gravesboro, Hammond, Helm, Herndon, Highway City, Hoffman Point, Hume, Hume Station, Huntington Lake, Huron, Ingle, Ivesta, Jamesan, Kanawyers, Kerman, Kingsburg, Lacjac, Lakeshore, Lanare, Las Palmas, Laton, Lerona, Levis, Locans, Lone Star, Malaga, Marshall Junction, Mathews Mill, Mattei, Meadow Lakes, Melvin, Mendota, Mercey Hot Springs, Miley, Minkler, Miramonte, Monmouth, Mono Hot Springs, Muscatel, NEW Auberry, Navelencia, OLD Bretz Mill, Ockenden, Oleander, Ora, Orange Cove, Oro Loma, Oxalis, Panoche Junction, Parkfield Junction, Parlier, Piedra, Pinedale, Pinehurst, Pineridge, Prather, Pratton, Raco, Raisin City, Reedley, Riverbend, Riverdale, Rock Haven, Rodgers Crossing, Rolinda, San Joaquin, Sanger, Sawmill Flat, Schilling, Selma, Shaver Lake, Shaver Lake Heights, Sierra Cedars, Sierra Sky Park, Snow Bend, Squaw Valley, Sunnyside, Tarpey, Tarpey Village, Three Rocks, Tollhouse, Tranquillity, Trimmer, Turk, Unincorporated areas, Uva, Vanguard, Wahtoke, West Park, Westhaven, Westside, Wildflower, Wineland, Wolf, Wood Ranch, Zediker"
483,9,CA,Santa Barbara,,MONTECITO SD,Jerry Smith,1042 Monte Cristo Lane,,Santa Barbara,CA,93108,8059694200,,,MONTECITO WWTF,06003053001,Public,18060013,Santa Barbara Coastal,,24th Congressional District,,CA0047899,Individual Permit,1042 MONTE CRISTO LANE,,SANTA BARBARA,CA,93108,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,34.4201 N,119.6507 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175421,Federal Accepted,N,Y,Y,N,Montecito
484,9,CA,Monterey,,"CA Dept. of Corrections, Soledad CTF",Jerry Olmstead,P.O. Box 686,,Soledad,CA,93960-0686,8316785975,8316785909,JERRYOLMSTEAD@CORR.CA.GOV,Soledad CTF Collection System,06003055001,Public,18060005,Salinas,,20th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,36.4694 N,121.3809 W,North American Datum of 1927,Interpolation-Map, ,Manual,05-OCT-04,N,,1175424,Federal Accepted,N,,,N,
485,9,CA,Monterey,,SAN LUCAS WATER DISTRICT,Ray Smith,P.O. Box 166,,San Lucas,CA,93954-0166,4086783963,,,SAN LUCAS WWTF,06003057001,Public,18060005,Salinas,,20th Congressional District,,,,,,,,,,,N,N,N,N,Onsite Wastewater Treatment System,Decentralized Wastewater Treatment,,Onsite Wastewater Treatment System,Decentralized Wastewater Treatment,,,,,,,,,,,N,,1175425,Federal Accepted,Y,,,Y,"Alisal, Ambler Park, Baronet Estates, Big Sur, Blanco, Bolsa Knolls, Boronda, Bradley, Bryson, Camphora, Cannery ROW, Carmel Highlands, Carmel Valley, Carmel Valley Manor, Carmel Valley Village, Carmel-BY-the-Sea, Castroville, Chualar, Coburn, Confederate Corners, Cooper, Corral de Tierra, Creekside, Dean, Del Monte, Del Monte Forest, Del Monte Heights, Del Rey Oaks, East Garrison, Elkhorn, Elsa, Fort Romie, Gabilan Acres, Gonzales, Gorda, Greenfield, Grove Mobile Home Park, Hacienda Carmel, Harlem, Hunter-Liggett, Jamesburg, Jolon, King City, Las Lomas, Lockwood, Lonoak, Lucia, Marina, Martinus Corner, Mascorini Place, Metz, Millers Ranch, Molus, Monterey, Moss, Moss Landing, NEW Monterey, Nacimiento, Nashua, Natividad, Neponset, Notleys Landing, OLD Hilltown, Oak Hills, Pacific Grove, Pacific Grove Acres, Pajaro, Pajaro Mobile Manor, Parkfield, Pebble Beach, Penvir, Pine Canyon Mobile Estates, Plaskett, Pleyto, Posts, Prunedale, Quail Meadows, Rancho Tierra Grande, Rio Plaza Mobile Home Park, Robles Del Rio, Salinas, San Ardo, San Lucas, Sand City, Santa Rita, Seaside, Serra Village, Slates Hot Springs, Soledad, Spence, Spreckels, Spreckels Junction, Sycamore Flat, Tassajara Hot Springs, Unincorporated areas, Valleton, Watsonville Junction, Welby, Wunpost"
486,9,CA,San Luis Obispo,,AVILA BEACH CWD,John L. Wallace,P.O. Box 309,,Avila Beach,CA,93424-0309,8055952664,,,AVILA BEACH WWTF,06003058001,Public,18060006,Central Coastal,,24th Congressional District,,CA0047830,Individual Permit,2850 AVILA BEACH DR,,AVILA BEACH,CA,93424,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,,35.182 N,120.733 W,Unknown,Unknown,,NPDES Permit,,N,,1175426,Federal Accepted,Y,Y,Y,N,Avila Beach
487,9,CA,Santa Barbara,,Carpinteria Sanitary District,Craig Murray,5300 Sixth Street,,Carpinteria,CA,93013,8056847214,8056847213,CRAIGM@CARPSAN.COM,Carpinteria WWTF,06003061001,Public,18060013,Santa Barbara Coastal,,24th Congressional District,,CA0047364,Individual Permit,5351 SIXTH ST,5300 SIXTH STREET,CARPINTERIA,CA,93013,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,34.3941 N,119.5188 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175428,Federal Accepted,N,Y,Y,N,Carpinteria
488,9,CA,Santa Barbara,,Goleta West Sanitary District,Mark Nation,P.O. Box 4,,Goleta,CA,93116-0004,8059682617,8055628987,MNATION@GOLETAWEST.COM,Goleta West SD Collection System,06003062001,Public,18060013,Santa Barbara Coastal,,24th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,34.4146 N,119.515 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,,1175429,Federal Accepted,N,,,N,
489,9,CA,San Benito,,HOLLISTER DOMESTIC PLANT,William Marcum,1221 South Street,,Hollister,CA,95023,4086364350,,,Hollister Domestic WWTP,06003063001,Public,18060002,Pajaro,,20th Congressional District,19th Congressional District,,,One mile west of South Street and south,of the San Benito River,Hollister,CA,95023,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,36.8514 N,121.4028 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175430,Federal Accepted,N,Y,Y,N,
490,9,CA,San Luis Obispo,,CALIF DEPT OF CORRECTIONS,Mike Vela,P.O. Box 8101,,San Luis Obispo,CA,93409-8101,,,,CALIF MENS COLONY WWTF,06003064001,Public,18060006,Central Coastal,,24th Congressional District,,CA0047856,Individual Permit,"HIGHWAY 1, CAMP SAN LUIS OBISPO","NORTH OF SLO, BEHIND CUESTA COLLEGE",SAN LUIS OBISPO,CA,93401,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,35.3262 N,120.6968 W,North American Datum of 1983,,,NPDES Permit,,N,Morro Bay,1175432,Federal Accepted,Y,Y,Y,N,Unincorporated areas
491,9,CA,Monterey,,Boronda County Sanitation District,Edward Muniz,P.O. Box 1728,,Salinas,CA,93902,8317554878,,,Boronda Collection System,06003066001,Public,18060005,Salinas,,20th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,36.6669 N,121.6554 W,North American Datum of 1927,Zipcode-Centroid, ,Manual,04-NOV-02,N,,1175434,Federal Accepted,Y,,,N,
492,9,CA,Monterey,,"GONZALES, CITY OF",Carlos Lopez,P.O. Box 647,,Gonzales,CA,93926,8316755000,8316752644,PUBLICWORKSDEPT@CI.GONZALES.CA.US,GONZALES WWTF,06003070001,Public,18060005,Salinas,,20th Congressional District,,,,147 Fourth Street,,Gonzales,CA,93926,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,36.5086 N,121.4417 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175438,Federal Accepted,Y,Y,Y,N,
