PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG,CATEGORY
39180,Trichloroethylene,10285,A,59,,Y,2,Toxic Organics
34485,"Trichloroethylene, dissolved",10285,A,59,,Y,2,Toxic Organics
34487,"Trichloroethylene, dry weight",10285,A,59,,Y,2,Toxic Organics
78391,Trichloroethene,10285,A,59,,Y,2,Toxic Organics
51131,"Fecal coliform in sludge, CFU/gram",10287,A,44,,Y,,Toxic Organics
30500,"Coliform, fecal - % samples exceeding limit",10287,A,16,,Y,,Toxic Organics
31612,"Coliform, fecal 10/mL",10287,A,22,,Y,,Toxic Organics
31613,"Coliform, fecal MF, MFC agar, 44.5 C, 24hr",10287,A,22,,Y,,Toxic Organics
31615,"Fecal coliform, MPN, EC med, 44.5 C",10287,A,22,,Y,,Toxic Organics
31616,"Coliform, fecal MF, MFC broth, 44.5 C",10287,A,22,,Y,,Toxic Organics
31625,"Coliform, fecal MF, MFC, 0.7um",10287,A,22,,Y,,Toxic Organics
31641,Fecal coliform,10287,A,99,,Y,,Toxic Organics
48201,"Coliform, fecal MPN + membrane ftl 44.5 C",10287,A,22,,Y,,Toxic Organics
74055,"Coliform, fecal general",10287,A,96,,Y,,Toxic Organics
74057,"Coliform, fecal, colony forming units",10287,A,22,,Y,,Toxic Organics
51064,Formalin,10288,A,59,,Y,,Toxic Organics
49882,Formalin [250 mg/L application],10288,A,35,,Y,,Toxic Organics
49883,Formalin [1670 mg/L application],10288,A,35,,Y,,Toxic Organics
71880,Formaldehyde,10288,A,59,,Y,2,Toxic Organics
78111,"N,N-Dimethylformamide",10289,A,59,,Y,2,Toxic Organics
77110,"N,N-Dimethylformamide",10289,A,59,,Y,2,Toxic Organics
78939,"Fuel, diesel, #1",10292,A,59,,Y,2,Toxic Organics
51560,"Fuel, Diesel, #1 Occurrences",10292,A,52,N,Y,,Dissolved Oxygen
51688,Diesel Oil Content,10292,A,162,N,Y,,FOG
52030,Furans,10293,A,59,,Y,2,Toxic Organics
39941,Roundup,10297,A,59,,Y,2,Toxic Organics
79743,"Glyphosate, total",10297,A,59,,Y,2,pH
61237,"Chlorinated hydrocarbons, total",10306,A,59,,Y,,Disinfectants
74052,"Chlorinated hydrocarbons, general",10306,A,59,,Y,2,Toxic Organics
45501,"Petrol hydrocarbons, total recoverable",10307,A,59,N,Y,1,Toxic Organics
82180,"Hydrocarbons, petroleum",10307,A,59,N,Y,1,Toxic Organics
82181,"Hydrocarbons, total petroleum",10307,A,59,N,Y,1,Toxic Organics
50258,"Hydrogen peroxide, total, dilution ratio",10308,A,35,,Y,1,Organics
139,Hydrogen peroxide,10308,A,59,,Y,1,Organics
51078,"Hydrogen sulfide, unionized",10309,A,59,,Y,1,Toxic Inorganics
71875,Hydrogen sulfide,10309,A,59,,Y,1,Toxic Inorganics
34403,"Indeno[1,2,3-cd]pyrene",10313,A,59,,Y,2,Toxic Organics
34406,"Indeno[1,2,3-cd]pyrene, dry weight",10313,A,59,,Y,2,Toxic Organics
78878,Kerosene,10319,A,59,N,Y,2,Toxic Organics
51584,Total Petroleum Hydrocarbons - Jet Fuel,10319,A,59,N,Y,1,Toxic Organics
51776,Magnesium oxide,10332,A,59,N,Y,1,Metals
77003,Dimethylamine,10334,A,59,,Y,2,Toxic Organics
34438,N-Nitrosodimethylamine [NDMA],10335,A,59,,Y,2,Toxic Organics
34441,"N-Nitrosodimethylamine, dry weight",10335,A,59,,Y,2,Toxic Organics
51478,Malachite Green,10336,A,59,,Y,2,Non-dissolved Solids
34413,Methyl bromide [Bromomethane],10337,A,59,,Y,2,Toxic Organics
34416,"Methyl bromide, dry weight",10337,A,59,,Y,2,Toxic Organics
38677,Bromomethane,10337,A,59,,Y,2,Toxic Organics
34418,Methyl chloride [Chloromethane],10338,A,59,,Y,2,Toxic Organics
34421,"Methyl chloride, dry weight",10338,A,59,,Y,2,Toxic Organics
38678,Chloromethane,10338,A,59,,Y,2,Toxic Organics
73304,"Chloromethane, dry weight",10338,A,59,,Y,,Toxic Organics
3821,Dichloromethane,10340,A,59,,Y,2,Toxic Organics
34423,Methylene chloride,10340,A,59,,Y,2,Toxic Organics
34425,"Methylene chloride, suspended",10340,A,59,,Y,2,Toxic Organics
34426,"Methylene chloride, dry weight",10340,A,59,,Y,2,Toxic Organics
32102,Carbon tetrachloride,10344,A,59,,Y,2,Toxic Organics
34299,"Carbon tetrachloride, dry weight",10344,A,59,,Y,2,Toxic Organics
32106,Chloroform,10345,A,59,,Y,2,Toxic Organics
34316,"Chloroform, dissolved",10345,A,59,,Y,2,Toxic Organics
34318,"Chloroform, dry weight",10345,A,59,,Y,2,Toxic Organics
78194,Trichloromethane,10345,A,59,,Y,2,Toxic Organics
34488,Trichlorofluoromethane,10346,A,59,,Y,2,Toxic Organics
73214,"Trichlorofluoromethane, dry weight",10346,A,59,,Y,,Toxic Organics
143,Methyl mercaptan,10348,A,59,,Y,2,Toxic Organics
51450,Nitrite Plus Nitrate Total,10354,A,118,,Y,1,Nutrients
630,Nitrite + Nitrate total [as N],10354,A,59,,Y,1,Nutrients
631,Nitrite plus nitrate dissolved 1 det.,10354,A,59,,Y,1,Nutrients
633,Nitrite plus nitrate in bottom deposits,10354,A,59,,Y,1,Nutrients
49577,"Nitrite plus Nitrate, dry weight [as N]",10354,A,59,N,Y,1,Nutrients
51794,Nitrite + Nitrate total [as N],10354,I,59,N,Y,1,Nutrients
51065,Ammonium perfluoroctanoate,10363,A,59,,Y,,Toxic Organics
4379,"Well fluids, oil & grease",10364,A,59,,Y,,FOG
51191,Dewatering effluent oil & grease,10364,A,59,,Y,,FOG
32250,"Oil, petroleum ether extractables",10364,A,59,N,Y,1,Toxic Organics
3582,Oil and grease,10364,A,59,,Y,1,FOG
70030,"Oil & grease, total recoverable",10364,A,77,,Y,,FOG
82173,Oil & grease aromatic,10364,A,59,,Y,1,FOG
79776,"Oil and Grease, calculated limit",10364,A,59,,Y,2,FOG
152,Oil and grease per production,10364,A,104,,Y,1,FOG
153,Oil and grease per cfs of streamflow,10364,A,107,,Y,1,Flow
182,Oil and grease,10364,A,91,,Y,1,FOG
82599,"Produced water, oil and grease",10364,A,59,,Y,,FOG
84066,Oil and grease visual,10364,A,155,,Y,1,FOG
1300,Oil & grease severity,10364,A,50,,Y,,FOG
51411,Oil & Grease [lbs/1000 lbs Product],10364,A,103,,Y,,FOG
51546,Oil And Grease,10364,A,63,,Y,1,FOG
550,Oil and grease [soxhlet extr.] tot.,10364,A,59,,Y,1,FOG
552,"Oil and grease, hexane extr method",10364,A,59,,Y,1,Toxic Organics
555,"Oil and grease, per 1000 gallons",10364,A,59,,Y,1,FOG
556,Oil & Grease,10364,A,59,,Y,1,FOG
558,Oil & grease % removal,10364,A,122,Y,Y,1,FOG
560,"Oil & grease [freon extr.-IR meth] tot, RC",10364,A,59,,Y,1,Toxic Organics
561,"Oil & grease, dry weight",10364,A,59,,Y,,FOG
51917,Oil and grease [Can Production],10364,A,179,N,Y,1,FOG
51941,Miscellaneous Discharges [Pipeline Brine] [Oil & Grease],10364,A,59,N,Y,1,FOG
80102,Particulate Organic Carbon,10365,A,59,N,Y,1,Dissolved Oxygen
51599,"Particulate Organic Carbon, Total",10365,A,118,N,Y,1,Dissolved Oxygen
78236,Organics-tot voltile [NJAC reg.7:23-17e],10366,A,59,,Y,2,Toxic Organics
78237,"Organics, volatile [NJAC reg. 7:23-17e]",10366,A,59,,Y,2,Toxic Organics
84085,Volatile organics detected,10366,A,59,,Y,2,Organics
51518,Non-Halogenated Volatile Organics,10366,A,59,,Y,2,Toxic Organics
81706,Propylene oxide,10370,A,59,,Y,2,Toxic Organics
51590,Glutaraldehyde,10375,A,59,N,Y,2,Toxic Organics
61023,"2,4,5-Trichlorophenol",10380,A,59,,Y,,Toxic Organics
78401,"2,4,5-Trichlorophenol, dry weight",10380,A,59,,Y,,Toxic Organics
77687,"2,4,5-Trichlorophenol",10380,A,59,,Y,2,Toxic Organics
82340,Picric acid,10381,A,59,N,Y,2,pH
34606,"2,4-Dimethylphenol",10382,A,59,,Y,2,Toxic Organics
34586,2-Chlorophenol,10383,A,59,,Y,2,Toxic Organics
3615,"2-Methyl-4,6-dinitrophenol",10384,A,59,,Y,2,Toxic Organics
34657,"4,6-Dinitro-o-cresol",10384,A,59,,Y,2,Toxic Organics
34591,2-Nitrophenol,10385,A,59,,Y,2,Toxic Organics
77151,3-Methylphenol,10386,A,59,,Y,,Toxic Organics
81651,Bisphenol-A,10387,A,59,,Y,2,Toxic Organics
77763,Bisphenol-A [.alpha.],10387,A,59,,Y,2,Toxic Organics
79146,4-Methylphenol,10388,I,59,,Y,2,Toxic Organics
77146,p-Cresol,10388,A,59,,Y,2,Toxic Organics
78396,4-Methylphenol,10388,A,59,,Y,2,Toxic Organics
34646,4-Nitrophenol,10389,A,59,,Y,2,Toxic Organics
34649,"4-Nitrophenol, dry weight",10389,A,59,,Y,,Toxic Organics
34034,Chlorinated phenols,10390,A,59,,Y,2,Toxic Organics
74015,"Phenols, chlorinated",10390,A,59,,Y,2,Toxic Organics
45058,Methyl phenol,10394,A,59,N,Y,2,Toxic Organics
79778,Cresol,10394,A,59,,Y,2,Toxic Organics
51568,Nonylphenol,10395,A,59,N,Y,2,Toxic Organics
77745,Nonylphenol,10395,I,59,N,Y,2,Toxic Organics
52130,"Pentachlorophenol, removal efficiency",10396,A,16,Y,Y,1,Toxic Organics
39032,Pentachlorophenol,10396,A,59,,Y,2,Toxic Organics
32730,"Phenolics, total recoverable",10397,A,59,,Y,2,Toxic Organics
32731,Phenolics in bottom deposits [dry wgt],10397,A,59,,Y,2,Toxic Organics
3604,Total phenols,10397,A,59,,Y,2,Toxic Organics
4164,"Phenolic, total scan effluent",10397,A,148,,N,,Toxic Organics
4165,"Phenolic, total scan sludge",10397,A,148,,N,,Toxic Organics
46000,Phenols,10397,A,59,,Y,2,Toxic Organics
34043,"Phenolics, total",10397,A,108,,Y,,Toxic Organics
61565,"Phenolic compounds, sludge total, dry weight",10397,A,59,,Y,2,Toxic Organics
70029,"Phenolic compounds, total",10397,A,59,N,Y,2,Toxic Organics
78218,"Phenolic compounds, unchlorinated",10397,A,59,,Y,2,Toxic Organics
51493,"Phenolic Compounds,Total",10397,I,59,N,Y,2,Toxic Organics
51610,VX Agent,10398,A,59,N,Y,2,Toxic Organics
61579,Orthene,10399,A,59,,Y,2,Toxic Organics
81815,Orthene,10399,A,59,,Y,2,Toxic Organics
39010,Disulfoton,10405,A,59,,Y,2,Toxic Organics
81888,Disulfoton,10405,A,59,,Y,,Toxic Organics
39580,Guthion,10406,A,59,,Y,2,Toxic Organics
82616,Azinphos-methyl,10406,A,59,,Y,,Toxic Organics
39540,Parathion,10407,A,59,,Y,2,Toxic Organics
46315,Ethyl parathion,10407,A,59,,Y,2,Toxic Organics
39570,Diazinon,10408,A,59,,Y,2,Toxic Organics
39600,Methyl parathion,10409,A,59,,Y,2,Toxic Organics
51179,Polyethylene glycol,10410,A,59,,Y,,Toxic Organics
49146,"1,2-Dibromo-3-chloropropane",10416,A,59,,Y,,Toxic Organics
82625,Dibromochloropropane,10416,A,59,,Y,,Dissolved Oxygen
34541,"1,2-Dichloropropane",10417,A,59,,Y,2,Toxic Organics
34544,"1,2-Dichloropropane, dry weight",10417,A,59,,Y,2,Toxic Organics
22417,Methyl tert-butyl ether [MTBE],10418,A,59,N,Y,2,Toxic Organics
78032,"Propane, 2-methoxy-2-methyl",10418,A,59,,Y,2,Toxic Organics
22422,Ethyl-Tert Butyl Ether,10418,A,59,,Y,2,Toxic Organics
77031,"Propionic acid, total",10420,A,59,,Y,,pH
30190,Dichloroprop,10421,A,59,,Y,,Dissolved Oxygen
77088,2-Methylpyridine,10425,A,59,,Y,2,Toxic Organics
178,Nicotine sulfate,10427,A,59,,Y,2,Dissolved Solids
51881,Radionuclide Index,10429,A,7,N,N,,Other
4244,"Produced water, Radium 226, total",10430,A,9,,Y,,Toxic Organics
9501,"Radium 226, total",10430,A,112,,Y,,Toxic Organics
9503,"Radium 226, dissolved",10430,A,112,,Y,2,Toxic Organics
4245,"Produced water, Radium 228, total",10431,A,9,,Y,,Toxic Organics
11501,"Radium 228, total",10431,A,112,,Y,2,Toxic Organics
32017,Sodium chloride [salt],10447,A,59,,Y,1,Dissolved Solids
46223,"Salts, Water Soluble in Soil",10447,A,47,N,Y,,FOG
500,"Solids, total",10454,A,59,,Y,1,Non-dissolved Solids
82392,Aluminum sulfate,10464,A,59,,Y,1,Dissolved Solids
51650,Calcium sulfate,10466,A,59,N,Y,1,Dissolved Solids
82064,Ferrous sulfate,10468,A,59,,Y,1,Dissolved Solids
47021,Methylene blue active substances,10475,A,59,,Y,1,Toxic Organics
38260,Surfactants [MBAS],10475,A,59,,Y,1,Toxic Organics
1288,Foaming agents,10475,A,59,,Y,2,Other
51570,Sulfolane,10481,A,10,N,Y,2,Toxic Organics
51571,Sulfolane,10481,A,70,N,Y,2,Toxic Organics
52300,Total Petroleum Hydrocarbons - Gasoline,10485,A,59,N,Y,1,Toxic Organics
3603,Total suspendable solids,10486,A,148,,N,,Non-dissolved Solids
70031,"Solids, total suspended",10486,I,77,,Y,,Non-dissolved Solids
85001,Suspended solids,10486,A,59,,Y,1,Non-dissolved Solids
51530,"Suspended Solids, Total",10486,A,118,N,Y,1,Non-dissolved Solids
51545,Total Suspended Solids,10486,A,63,,Y,1,Non-dissolved Solids
530,"Solids, total suspended",10486,A,59,,Y,1,Non-dissolved Solids
0530D,"Solids, total suspended [per discharge]",10486,A,20,N,Y,1,Non-dissolved Solids
0530S,"Solids, total suspended [per season]",10486,A,165,N,Y,1,Non-dissolved Solids
51918,"Solids, total suspended [Can Production]",10486,A,179,N,Y,1,Non-dissolved Solids
78141,"Organics, total toxic [TTO]",10487,A,59,,Y,2,Organics
78223,Total toxic organics [TTO] [40 CFR413],10487,A,59,,Y,2,Organics
78224,Total toxic organics [TTO] [40 CFR433],10487,A,59,,Y,2,Organics
78225,Total toxic organics [TTO] [40 CFR464a],10487,A,59,,Y,2,Organics
78226,Total toxic organics [TTO] [40 CFR464b],10487,A,59,,Y,2,Organics
78227,Total toxic organics [TTO] [40 CFR464c],10487,A,59,,Y,2,Organics
78228,Total toxic organics [TTO] [40 CFR464d],10487,A,59,,Y,2,Organics
78229,Total toxic organics [TTO] [40 CFR465],10487,A,59,,Y,2,Organics
78230,Total toxic organics [TTO] [40 CFR467],10487,A,59,,Y,2,Organics
78231,Total toxic organics [TTO] [40 CFR468],10487,A,59,,Y,2,Organics
78232,Total toxic organics [TTO] [40 CFR469],10487,A,59,,Y,2,Organics
7824A,Total Toxic Organics,10487,A,17,N,Y,2,Organics
51920,"Organics, total toxic [TTO] [Can Production]",10487,A,179,N,Y,2,Organics
82080,"Trihalomethane, tot.",10489,A,59,,Y,2,Toxic Organics
1154,"Tungsten, total",10491,A,59,,Y,2,Metals
1155,"Tungsten, dissolved",10491,A,59,,Y,2,Metals
77586,o-Phenylphenol,10507,A,59,N,Y,2,Toxic Organics
39120,Benzidine,10508,A,59,,Y,2,Toxic Organics
39121,"Benzidine, dry weight",10508,A,59,,Y,2,Toxic Organics
400,pH,10510,A,7,,N,,pH
51793,"pH range excursions, greater than 30 minutes",10510,A,141,N,Y,,pH
39122,Dimethoxybenzidine,10607,A,59,,Y,2,Toxic Organics
81513,"Biphenyl, total",10609,A,59,,Y,,pH
78736,"Isopropylbiphenyl, total",10610,A,59,,Y,2,Toxic Organics
79750,"DCBP, total",10611,A,59,,Y,2,Dissolved Oxygen
85857,"2,3',4,4',5'-PECB, total sludge",10612,A,59,,Y,,Toxic Organics
51841,"2',3,4,4',5-PeCB, PCB-123  congener",10612,A,59,,Y,2,Toxic Organics
85862,"2,3',4,4',5,5'-HXCB, total sludge",10613,A,59,,Y,,Toxic Organics
51851,"2,3',4,4',5,5'-HxCB, PCB-167  congener",10613,A,59,,Y,2,Toxic Organics
85856,"2,3',4,4',5-PECB, total sludge",10614,A,59,,Y,,Toxic Organics
51839,"2,3',4,4',5-PeCB, PCB-118  congener",10614,A,59,,Y,2,Toxic Organics
85861,"2,3,3',4,4',5'-HXCB, total sludge",10615,A,59,,Y,,Toxic Organics
51849,"2,3,3',4,4',5'-HxCB, PCB-157  congener",10615,A,59,,Y,2,Toxic Organics
85863,"2,3,3',4,4',5,5'-HPCB, total sludge",10616,A,59,,Y,,Toxic Organics
85864,"2,3,3',4,4',5,5'-HPCB, total sludge",10616,A,59,,Y,,Toxic Organics
51859,"2,3,3',4,4',5,5'-HpCB, PCB-189  congener",10616,A,59,,Y,2,Toxic Organics
85860,"2,3,3',4,4',5-HXCB, total sludge",10617,A,59,,Y,,Toxic Organics
51848,"2,3,3',4,4',5-HxCB, PCB-156  congener",10617,A,59,,Y,2,Toxic Organics
85855,"2,3,3',4,4'-PECB, total sludge",10618,A,59,,Y,,Toxic Organics
51836,"2,3,3',4,4'-PeCB, PCB-105  congener",10618,A,59,,Y,2,Toxic Organics
85858,"2,3,4,4',5-PECB, total sludge",10619,A,59,,Y,,Toxic Organics
51838,"2,3,4,4',5-PeCB, PCB-114  congener",10619,A,59,,Y,2,Toxic Organics
85859,"3,3',4,4',5,5'-HXCB, total sludge",10620,A,59,,Y,,Toxic Organics
51896,"3,3',4,4',5,5'-HxCB,PCB-169 congener",10620,A,59,N,Y,2,Toxic Organics
85854,"3,3',4,4',5-PECB, total sludge",10621,A,59,,Y,,Toxic Organics
51842,"3,3',4,4',5-PeCB, PCB-126  congener",10621,A,59,,Y,2,Toxic Organics
85852,"3,3',4,4'-TCB, total sludge",10622,A,59,,Y,,Toxic Organics
51831,"3,3',4,4'-TeCB, PCB-77  congener",10622,A,59,,Y,2,Toxic Organics
85853,"3,4,4',5-TCB, total sludge",10623,A,59,,Y,,Toxic Organics
51832,"3,4,4',5-TeCB, PCB-81  congener",10623,A,59,,Y,2,Toxic Organics
81885,Hexachlorobiphenyl,10624,A,59,,Y,2,Toxic Organics
39108,Chloral hydrate,10625,A,59,,Y,2,Toxic Organics
77666,Citric acid,10626,A,59,,Y,2,pH
34366,Endrin aldehyde,10627,A,59,,Y,2,Toxic Organics
82630,Metribuzin,10628,A,59,,Y,2,Toxic Organics
77566,Phthalic acid,10629,A,59,,Y,2,pH
39117,Phthalate esters,10630,A,59,,Y,2,pH
78721,"Phthalates, total",10630,A,59,,Y,2,pH
34341,Dimethyl phthalate,10631,A,59,,Y,2,Toxic Organics
34342,Dimethyl phthalate,10631,A,59,,Y,2,Toxic Organics
34344,"Dimethyl phthalate, dry weight",10631,A,59,,Y,2,Toxic Organics
73334,"Dimethyl phthalate, dry weight",10631,A,59,,Y,,Toxic Organics
45670,Dinonyl phthalate,10632,A,59,,Y,,pH
79850,Tetrachlorocatechol,10633,A,59,,Y,,Toxic Organics
73050,Tetrachlorocatechol,10633,A,59,,Y,,Toxic Organics
73037,"3,4,5-Trichlorocatechol",10634,A,59,,Y,,Toxic Organics
61025,"3,4,6-Trichlorocatechol",10635,I,59,,Y,,Toxic Organics
51024,"3,4,6-Trichlorocatechol",10635,A,59,,Y,2,Toxic Organics
45364,Benzisothiazole,10636,A,59,,Y,2,Toxic Organics
51080,"1,2-Benzisothiazole, 3-methoxy-",10637,A,59,,Y,,Toxic Organics
34102,Ethylene glycol dinitrate,10638,A,59,,Y,2,Toxic Organics
61163,"Propylene glycol, total",10639,A,59,,Y,2,Toxic Organics
77038,"1,2-Propanediol",10639,A,59,,Y,2,Toxic Organics
78152,Guafensin,10640,A,59,,Y,2,Toxic Organics
70007,Methocarbamol,10641,A,59,,Y,2,Toxic Organics
81281,Kepone,10642,A,59,,Y,2,Toxic Organics
82203,HMX,10643,A,59,,Y,2,Toxic Organics
51027,Cyclonite,10644,A,59,,Y,,Toxic Organics
81362,"RDX, dissolved",10644,A,59,,Y,2,Dissolved Oxygen
81364,"RDX, total",10644,A,59,,Y,2,Dissolved Oxygen
51009,RDX+HMX,10645,A,59,,Y,,Dissolved Oxygen
30264,Hexazinone,10646,A,59,,Y,2,Toxic Organics
51132,Cyanuric acid,10647,A,59,,Y,,pH
51159,Propazine,10648,A,59,,Y,2,Toxic Organics
38578,"Propazine, total",10648,A,78,,Y,,Toxic Organics
39055,Simazine,10649,A,59,,Y,,Toxic Organics
51161,Terbuthylazine,10650,A,59,,Y,2,Toxic Organics
38559,"Terbuthylazine, total",10650,A,78,,Y,,Toxic Organics
51155,Prometon,10651,A,59,,Y,2,Toxic Organics
4037,"Prometon, total recoverable",10651,A,78,,Y,,Toxic Organics
51156,Prometryn,10652,A,59,,Y,2,Toxic Organics
4010,"Prometryn, total recoverable",10652,A,78,,Y,,Toxic Organics
51162,"Terbutryn, organic pesticide",10653,A,59,,Y,2,Toxic Organics
38887,"Terbutryn, total",10653,A,78,,Y,,Toxic Organics
51134,Ametryn,10654,A,59,,Y,2,Toxic Organics
38402,Ametryn,10654,A,78,,Y,,Toxic Organics
78888,"2,4-Toluenediamine",10655,A,59,,Y,2,Toxic Organics
51140,Chlorothalonil,10656,A,59,,Y,2,Toxic Organics
49306,"Chlorothalonil, total recoverable",10656,A,78,,Y,,Toxic Organics
70314,Daconil [C8Cl4N2],10656,A,59,,Y,2,Dissolved Oxygen
77164,Resorcinol,10657,A,59,,Y,2,Toxic Organics
51360,m-Benzenedisulfonic acid,10658,A,59,,Y,,Toxic Organics
78938,Isopropylidine dioxyphenol,10659,A,59,,Y,2,Toxic Organics
77545,Safrole,10660,A,59,,Y,2,Toxic Organics
82529,Dichlorobutadiene,10661,A,59,,Y,2,Toxic Organics
34386,Hexachlorocyclopentadiene,10662,A,59,,Y,2,Toxic Organics
34389,"Hexachlorocyclopentadiene, dry weight",10662,A,59,,Y,2,Toxic Organics
70017,Hexachloropentadiene,10662,A,59,,Y,2,Toxic Organics
81586,Ethylmethyldioxolane,10663,A,59,,Y,2,Toxic Organics
82232,2-Ethyl-2-methyldioxolane,10663,A,59,,Y,2,Toxic Organics
77066,"2-Methyl-1,3-dioxolane",10664,A,59,,Y,,Toxic Organics
77453,Phthalic anhydride,10665,A,59,,Y,2,pH
50572,Pentaeerythritol tetranitrate,10666,A,59,,Y,,Nutrients
46477,"Metrioltrinitrate, total",10667,A,59,,Y,2,Nutrients
78889,"2,5-Toluenediamine",10668,A,59,,Y,2,Toxic Organics
77672,Dimethyl terephthalate,10669,A,59,,Y,,Toxic Organics
77165,Hydroquinone,10670,A,59,,Y,2,Toxic Organics
39150,Dichlone,10671,A,59,,Y,2,Dissolved Oxygen
38925,Dechlorane plus,10672,A,59,,Y,2,Dissolved Oxygen
50019,"Butylamine, total, water",10673,A,59,,Y,,Toxic Organics
78734,Tributhylamine,10674,A,59,,Y,2,Toxic Organics
51033,"N,N-Dimethyl-1-butanamine",10675,A,59,,Y,,Toxic Organics
77300,"Dibutylamine, whole water",10676,A,59,,Y,,Toxic Organics
78207,N-Nitrosodibutylamine,10677,A,59,,Y,2,Toxic Organics
73609,N-Nitrosodi-n-butylamine,10677,A,59,,Y,2,Toxic Organics
39131,Didecyl dimethyl ammonium chloride,10678,A,59,,Y,2,Toxic Organics
51049,Calgon H-130M,10678,A,59,,Y,,Toxic Organics
51175,2-Ethylhexanol,10679,A,59,,Y,,Toxic Organics
77311,2-Ethyl-1-hexanol,10679,A,59,,Y,2,Toxic Organics
52150,Rovral,10680,A,59,,Y,2,Toxic Organics
39750,Sevin,10681,A,59,,Y,2,Toxic Organics
81899,Sevin in tissue,10681,A,59,,Y,2,Other
77700,"Carbaryl, total",10681,A,59,,Y,2,Toxic Organics
51003,Amyl alcohol,10682,A,59,,Y,2,Toxic Organics
77856,Abietic acid,10683,A,59,,Y,2,pH
81678,Dehydroabietic acid,10684,A,59,,Y,2,pH
34035,Isopimaric acid,10685,A,59,,Y,2,pH
34039,Monochlorodehydroabietic acid,10686,A,59,,Y,2,pH
34040,Dichlorodehydroabietic acid,10687,A,59,,Y,2,pH
50020,"1-Formylpiperdine, total",10688,A,59,,Y,,Toxic Organics
34428,N-Nitrosodi-N-propylamine,10689,A,59,,Y,2,Toxic Organics
34431,"N-Nitrosodi-N-propylamine, dry weight",10689,A,59,,Y,2,Toxic Organics
77018,n-Propyl alcohol,10690,A,59,,Y,,Toxic Organics
22410,"Tris[2,3-dibromo- propyl] phosphate",10691,A,59,,Y,,Toxic Organics
3777,"1,2-Dichloropropylene",10692,A,59,,Y,2,Toxic Organics
77161,"1,2-Dichloropropene",10692,A,59,,Y,2,Toxic Organics
34697,"trans-1,3-Dichloroproprene, dry weight",10693,A,59,,Y,,Toxic Organics
34699,"trans-1,3-Dichloropropene",10693,A,59,,Y,2,Toxic Organics
73403,"cis-1,3-Dichloropropene, dry weight",10693,A,59,,Y,,Toxic Organics
73404,"trans-1,3-Dichloropropene, dry weight",10693,A,59,,Y,,Toxic Organics
77166,"2,3-Dichloropropylene",10694,A,59,,Y,2,Toxic Organics
79818,Flusilazole,10695,A,59,,Y,2,Toxic Organics
52220,Tebuconazole,10696,A,59,,Y,2,Toxic Organics
38710,"Bentazon, total",10697,A,59,,Y,2,Toxic Organics
52260,Thiabendazole,10698,A,59,,Y,2,Toxic Organics
52270,Thiobendazole,10698,A,59,,Y,2,Toxic Organics
85813,Tolytriazole,10699,A,59,,Y,2,Toxic Organics
51603,4-Methyl-Benzotriazole,10699,A,59,N,Y,2,Toxic Organics
51604,5-Methyl-Benzotriazole,10699,A,59,N,Y,2,Toxic Organics
4252,"Butyl, 5-benzotriazole, total",10700,A,59,,Y,,Toxic Organics
77202,Indene,10701,A,59,,Y,2,Toxic Organics
78724,"4-Nitro-N-methylphthalimide, total",10702,A,59,,Y,2,Toxic Organics
39640,Captan,10704,A,59,,Y,2,Toxic Organics
81436,Caffeine,10705,A,59,,Y,2,Organics
78167,Theophylline,10706,A,59,,Y,2,pH
78150,Dyphylline,10707,A,59,,Y,2,pH
78154,Mercaptobenzothiazole,10708,A,59,,Y,2,Toxic Organics
70005,Chloroxazone,10709,A,59,,Y,2,Toxic Organics
34679,"2,3,7,8-TCDD TEC",10710,A,59,N,Y,2,Toxic Organics
82698,TCDD equivalents,10711,A,59,,Y,2,Toxic Organics
85865,"2,3,7,8-TCDD TTE, total sludge",10712,A,59,,Y,,Toxic Organics
51103,"Bromacil, lithium",10713,A,59,,Y,2,Toxic Organics
78008,"Endrin ketone, in water",10715,A,59,,Y,1,Toxic Organics
73427,"Endrin ketone, dry weight",10715,A,59,,Y,,Toxic Organics
39420,Heptachlor epoxide,10716,A,59,,Y,2,Toxic Organics
82699,Endrin + endrin aldehyde [sum],10717,A,59,,Y,2,Toxic Organics
51163,"Triadimefon, organic pesticide",10718,A,59,,Y,2,Toxic Organics
38892,"Triadimefon, total",10718,A,78,,Y,,Toxic Organics
77028,Crotonaldehyde,10719,A,59,,Y,,Toxic Organics
49263,"trans-1,4-Dichloro-2-butene",10720,A,59,,Y,,Toxic Organics
82565,Ciodrin,10721,A,59,,Y,,Toxic Organics
39610,Mevinphos,10722,A,59,,Y,,pH
75166,2-Hexanone,10723,A,59,,Y,2,Toxic Organics
77103,2-Hexanone,10723,A,59,,Y,2,Toxic Organics
77179,5-Methyl-2-hexanone,10724,A,59,,Y,,Toxic Organics
38928,Ethylene thiourea,10725,A,59,,Y,2,Toxic Organics
49876,Terramycin [1 hour application],10726,A,35,,Y,,pH
51057,Terramycin,10726,A,59,,Y,,Toxic Organics
82191,2-Naphthylamine,10727,A,59,,Y,2,Toxic Organics
51034,N-[Methylpropylidenepropanamine],10728,A,59,,Y,,Toxic Organics
